country,year,gini,decile10_share,bottom50_share,palma_ratio,headcount_ratio_50_median
El Salvador,2021,0.39010632,28.983673,23.762735,1.757155,17.040638
El Salvador,2022,0.38753,28.70608,23.924978,1.7243192,16.884626
El Salvador,2023,0.39802378,29.65714,23.350918,1.8169535,16.18038
Equatorial Guinea,2022,0.38542363,29.142914,24.01647,1.7074957,14.696543
Estonia,1993,0.39427334,31.336102,24.161472,1.8231108,14.7630005
Estonia,2003,0.37194708,28.378036,25.467926,1.5687332,13.503573
Estonia,2004,0.3355925,25.894075,27.600199,1.3011042,11.332806
Estonia,2005,0.33446768,26.088926,27.69483,1.297976,10.699521
Estonia,2006,0.33667657,26.848421,27.730394,1.3322058,10.212119
Estonia,2007,0.3117838,24.016943,28.7886,1.1437455,9.218391
Estonia,2008,0.3191497,24.917994,28.482897,1.2002211,9.971082
Estonia,2009,0.31442666,24.418337,28.918348,1.1670356,10.677211
Estonia,2010,0.31999838,24.272099,28.514397,1.1872705,12.518353
Estonia,2011,0.3248838,24.745008,28.137743,1.2163445,11.014597
Estonia,2012,0.32913485,25.16826,27.865503,1.2469972,10.778307
Estonia,2013,0.3507549,26.602299,26.38492,1.3973105,11.898318
Estonia,2014,0.3458778,26.269817,26.651148,1.3636118,10.797941
Estonia,2015,0.32667875,24.403963,27.552639,1.2192434,10.599447
Estonia,2016,0.31194672,23.102106,28.224197,1.1243644,9.78376
Estonia,2017,0.30354282,22.48196,28.727068,1.0755483,9.642188
Estonia,2018,0.303201,22.436176,28.742685,1.075509,9.87693
Estonia,2019,0.30765346,23.306547,28.751339,1.1146948,9.338136
Estonia,2020,0.30737072,23.467722,28.845867,1.1133201,9.189392
Estonia,2021,0.3183396,24.278788,28.012547,1.193691,8.73739
Estonia,2022,0.32252404,24.406313,27.768,1.214267,10.136279
Estonia,2023,0.30707377,23.652115,28.982172,1.1149044,8.74809
Eswatini,1994,0.5871373,48.546894,13.731791,5.2307034,25.736002
Eswatini,2000,0.5311352,44.099022,16.98734,3.6551974,15.35351
Eswatini,2009,0.5144217,39.970116,16.808702,3.4617598,20.317255
Eswatini,2016,0.54579794,42.721237,15.183051,4.0788145,19.659838
Ethiopia,1995,0.44563574,38.044937,22.455502,2.3403442,10.448818
Ethiopia,1999,0.29975796,25.46207,30.255678,1.1385545,6.0513473
Ethiopia,2004,0.29806852,25.634327,30.365553,1.1433693,5.2117734
Ethiopia,2010,0.33170602,27.398956,28.320301,1.3277088,9.411766
Ethiopia,2015,0.34993124,28.463814,27.068005,1.4643416,12.40777
Ethiopia,2021,0.31141794,24.771599,28.932808,1.1748662,8.943893
Ethiopia (rural),1981,0.30980363,25.966988,29.543098,1.1977091,8.036
Europe and Central Asia (WB),1981,,,,,24.665672
Europe and Central Asia (WB),1982,,,,,24.891665
Europe and Central Asia (WB),1983,,,,,24.737997
Europe and Central Asia (WB),1984,,,,,24.988863
Europe and Central Asia (WB),1985,,,,,24.922344
Europe and Central Asia (WB),1986,,,,,25.245008
Europe and Central Asia (WB),1987,,,,,25.445063
Europe and Central Asia (WB),1988,,,,,25.904936
Europe and Central Asia (WB),1989,,,,,26.562801
Europe and Central Asia (WB),1990,,,,,26.383253
Europe and Central Asia (WB),1991,,,,,26.83469
Europe and Central Asia (WB),1992,,,,,27.895218
Europe and Central Asia (WB),1993,,,,,28.63422
Europe and Central Asia (WB),1994,,,,,30.50173
Europe and Central Asia (WB),1995,,,,,28.913197
Europe and Central Asia (WB),1996,,,,,30.287516
Europe and Central Asia (WB),1997,,,,,29.530746
Europe and Central Asia (WB),1998,,,,,30.13821
Europe and Central Asia (WB),1999,,,,,32.256466
Europe and Central Asia (WB),2000,,,,,31.608427
Europe and Central Asia (WB),2001,,,,,31.366083
Europe and Central Asia (WB),2002,,,,,31.288618
Europe and Central Asia (WB),2003,,,,,31.903543
Europe and Central Asia (WB),2004,,,,,30.909866
Europe and Central Asia (WB),2005,,,,,29.808405
Europe and Central Asia (WB),2006,,,,,28.82746
Europe and Central Asia (WB),2007,,,,,28.802973
Europe and Central Asia (WB),2008,,,,,26.939436
Europe and Central Asia (WB),2009,,,,,27.25366
Europe and Central Asia (WB),2010,,,,,26.846504
Europe and Central Asia (WB),2011,,,,,25.984913
Europe and Central Asia (WB),2012,,,,,25.52895
Europe and Central Asia (WB),2013,,,,,24.592104
Europe and Central Asia (WB),2014,,,,,24.596224
Europe and Central Asia (WB),2015,,,,,24.943598
Europe and Central Asia (WB),2016,,,,,25.227884
Europe and Central Asia (WB),2017,,,,,24.691463
Europe and Central Asia (WB),2018,,,,,24.30155
Europe and Central Asia (WB),2019,,,,,24.419691
Europe and Central Asia (WB),2020,,,,,24.783405
Europe and Central Asia (WB),2021,,,,,24.380047
Europe and Central Asia (WB),2022,,,,,24.016867
Europe and Central Asia (WB),2023,,,,,22.91589
Europe and Central Asia (WB),2024,,,,,22.63126
Europe and Central Asia (WB),2025,,,,,22.6935
Fiji,2002,0.38102055,29.622005,24.65942,1.6771365,13.219783
Fiji,2008,0.40375587,32.9002,24.086456,1.8894284,11.6632395
Fiji,2013,0.36696598,29.69692,25.85846,1.5753429,9.045185
Fiji,2019,0.30706868,24.232193,29.17109,1.1380155,9.562651
Finland,1987,0.22171399,18.844702,35.00354,0.7199146,3.9921682
Finland,1991,0.22879761,19.259197,34.487843,0.74594486,3.9718535
Finland,1995,0.23459136,20.18079,34.32194,0.78251916,3.2456815
Finland,2000,0.27156627,22.380856,32.006588,0.94332385,5.7471437
Finland,2003,0.2768643,23.020363,31.467066,0.98940974,6.2345037
Finland,2004,0.27897653,23.236366,31.326246,1.0011884,6.0138726
Finland,2005,0.27619493,22.96309,31.441605,0.9872279,5.9212794
Finland,2006,0.27998725,22.980783,31.112234,1.0014687,6.455077
Finland,2007,0.28285563,23.28598,30.986,1.0189033,6.7996054
Finland,2008,0.27838135,22.949978,31.25677,0.99369794,6.6651554
Finland,2009,0.27455276,22.574196,31.454893,0.97298265,7.117506
Finland,2010,0.27713963,22.537388,31.209137,0.9796483,7.245175
Finland,2011,0.2764265,22.757318,31.366167,0.9815862,6.6774592
Finland,2012,0.2709638,22.283363,31.664377,0.95197326,6.351312
Finland,2013,0.27193668,22.247398,31.547182,0.95556206,6.726464
Finland,2014,0.26776806,22.015186,31.841297,0.93488866,6.7475333
Finland,2015,0.27101812,22.398531,31.671946,0.95674306,6.519127
Finland,2016,0.27078423,22.42879,31.678757,0.956869,6.5125704
Finland,2017,0.27382833,22.64765,31.56054,0.97110325,6.9013424
Finland,2018,0.2732957,22.591272,31.626974,0.9678753,6.786884
Finland,2019,0.27737126,22.965336,31.382849,0.99289054,7.204179
Finland,2020,0.27091044,22.624216,31.768145,0.96214175,6.5695195
Finland,2021,0.27708507,22.93812,31.36995,0.9899324,6.7190776
Finland,2022,0.27925923,23.089115,31.21631,1.0004188,6.2682405
Finland,2023,0.27399832,22.47519,31.535046,0.96802866,7.3694043
France,1970,0.37145555,28.168102,25.289751,1.5449694,11.249028
France,1975,0.35918272,27.517134,26.232708,1.4513627,10.748932
France,1979,0.34042618,26.195017,27.383667,1.3259907,11.2467
France,1984,0.3339817,25.66781,27.784838,1.2829417,11.4950695
France,1990,0.32119063,24.82161,28.525751,1.2017796,10.995985
France,1996,0.32016575,24.048857,28.412281,1.1787595,12.241086
France,1997,0.3190015,24.049944,28.498184,1.1737667,12.246861
France,1998,0.31657764,24.065899,28.707119,1.1623578,11.7484455
France,1999,0.32499772,24.860235,28.270927,1.2198488,11.4998255
France,2000,0.32553056,24.95737,28.261908,1.2247608,11.749606
France,2001,0.3253329,25.036139,28.29247,1.2266972,11.498097
France,2002,0.31778157,24.574413,28.73993,1.1787387,10.496236
France,2003,0.31411055,25.166664,28.918968,1.1961479,8.855162
France,2004,0.30647257,24.495031,29.31873,1.1469905,8.80661
France,2005,0.29833868,23.930153,29.856365,1.0974566,8.649991
France,2006,0.29691088,23.50112,29.79553,1.0834001,9.303394
France,2007,0.32427707,26.242626,28.440641,1.2640853,9.159822
France,2008,0.32996443,26.676231,28.159285,1.3028516,9.771339
France,2009,0.3266122,26.10704,28.281902,1.2757902,11.133271
France,2010,0.3372042,27.131865,27.707134,1.3504491,10.267333
France,2011,0.3329475,26.933184,27.979422,1.3258582,9.9173565
France,2012,0.3311486,26.872864,28.1612,1.3142806,10.143384
France,2013,0.32512555,26.381836,28.499826,1.2722284,9.801086
France,2014,0.32262158,26.078278,28.562004,1.2576421,10.053406
France,2015,0.3270423,26.6327,28.476706,1.289709,10.759897
France,2016,0.31923518,25.92192,28.82555,1.2392105,10.388039
France,2017,0.3163205,25.797647,29.036484,1.2229856,10.09436
France,2018,0.32380664,26.691776,28.77004,1.2744876,10.049231
France,2019,0.31199566,24.83536,29.095808,1.1840712,11.551459
France,2020,0.3066147,24.537546,29.42084,1.1542736,11.116907
France,2021,0.31500956,24.892324,28.88242,1.1986836,12.039767
France,2022,0.3123691,24.60371,28.947971,1.1794925,12.0041485
France,2023,0.3180931,25.004292,28.629864,1.2136813,11.90847
Gabon,2005,0.42184988,33.137737,22.440409,2.0865462,15.161946
Gabon,2017,0.38024372,27.722395,24.102724,1.6409243,15.689814
Gambia,1998,0.48322016,37.560272,18.819569,2.8877654,19.366634
Gambia,2003,0.47315526,36.718185,19.320663,2.7244062,17.354414
Gambia,2010,0.4356842,34.879948,21.954937,2.2456205,15.168637
Gambia,2015,0.35918832,28.720284,26.167759,1.5143988,10.215561
Gambia,2020,0.38757205,30.530876,24.495544,1.7473978,12.768628
Georgia,1996,0.37132707,27.928534,24.95164,1.5979897,16.845999
Georgia,1997,0.40680897,29.917526,22.59016,1.9262041,18.988804
Georgia,1998,0.41227973,31.154331,22.736164,1.985867,17.679302
Georgia,1999,0.4012637,29.898056,23.157633,1.8626472,18.008537
Georgia,2000,0.4045737,30.309809,23.022148,1.8955295,17.02681
Georgia,2001,0.39555073,30.037495,23.740534,1.8013386,15.346808
Georgia,2002,0.3724569,28.181946,24.988604,1.5994842,14.698251
Georgia,2003,0.36649796,27.075928,25.098026,1.5313274,15.419741
Georgia,2004,0.3616829,26.711304,25.347755,1.5011519,15.732109
Georgia,2005,0.3737492,27.715742,24.738525,1.5961789,15.521249
Georgia,2006,0.36865136,27.465618,25.066952,1.5519946,14.795524
Georgia,2007,0.38107985,28.911367,24.521105,1.6721056,15.336032
Georgia,2008,0.38532415,29.13118,24.192123,1.7133652,15.890323
Georgia,2009,0.38234505,28.852367,24.342781,1.6794772,15.117963
Georgia,2010,0.39458388,29.534275,23.54801,1.7995075,17.210136
Georgia,2011,0.39593115,29.766697,23.593643,1.8069248,16.879147
Georgia,2012,0.3895387,29.292933,23.901304,1.7496053,16.774944
Georgia,2013,0.38588786,29.100204,24.071009,1.7170346,15.5500145
Georgia,2014,0.37554133,28.561697,24.805435,1.6275434,15.099762
Georgia,2015,0.36503676,27.786102,25.35285,1.5383799,13.399927
Georgia,2016,0.3663965,28.13856,25.503181,1.5516305,13.965988
Georgia,2017,0.37939575,28.895796,24.561438,1.6669056,14.855292
Georgia,2018,0.36411363,27.453157,25.449463,1.5252153,14.609697
Georgia,2019,0.35900697,27.574142,25.958063,1.4928765,13.7513685
Georgia,2020,0.3446497,26.198349,26.605244,1.3840827,14.0236635
Georgia,2021,0.34178445,26.209541,26.981152,1.3687468,13.53427
Georgia,2022,0.33500025,25.201338,27.16211,1.3057061,13.911049
Georgia,2023,0.34756896,26.895758,26.679686,1.4155966,14.042993
Georgia,2024,0.33853805,26.200083,27.192709,1.3424768,12.302451
Germany,1991,0.29492873,22.765831,29.96331,1.0365719,7.4910445
Germany,1992,0.2907326,22.704866,30.324034,1.0186404,6.998606
Germany,1993,0.28612086,22.478039,30.634668,0.9971291,6.7093782
Germany,1994,0.29159415,22.555285,30.22021,1.0229472,8.710189
Germany,1995,0.28811273,22.400928,30.573904,1.0039493,8.739299
Germany,1996,0.27993777,21.9889,31.09922,0.96375716,7.6775856
Germany,1997,0.28246725,21.994965,30.792812,0.97381765,7.9476185
Germany,1998,0.2827037,21.995607,30.802307,0.9715829,7.712721
Germany,1999,0.29047978,22.740396,30.460258,1.0189259,7.7403955
Germany,2000,0.2888814,22.612808,30.571505,1.0105954,7.997338
Germany,2001,0.29949388,23.602074,29.967064,1.0730771,7.9956675
Germany,2002,0.29810533,23.263546,29.995628,1.0591149,7.99071
Germany,2003,0.2980293,23.468689,30.14294,1.0630388,8.243427
Germany,2004,0.30192587,23.701696,29.836952,1.0839764,8.499185
Germany,2005,0.31704092,24.866009,28.934597,1.1790017,8.989438
Germany,2006,0.3104196,24.272629,29.304193,1.1329646,8.7461
Germany,2007,0.3117709,24.715881,29.329166,1.1524826,8.46966
Germany,2008,0.30800265,24.221004,29.473667,1.1245717,8.709931
Germany,2009,0.30479428,23.63726,29.571108,1.096617,9.249656
Germany,2010,0.30218413,23.653408,29.792717,1.0871369,8.724787
Germany,2011,0.30610505,24.087631,29.602842,1.1127325,8.498742
Germany,2012,0.3105579,24.012207,29.206993,1.1298542,9.746087
Germany,2013,0.31453598,24.519115,29.078943,1.1593202,9.489576
Germany,2014,0.30847794,23.599009,29.295227,1.1106572,10.499083
Germany,2015,0.31653914,24.646221,28.954975,1.1722705,10.49391
Germany,2016,0.3141309,24.248669,28.983475,1.1558207,10.998817
Germany,2017,0.31314865,24.197842,29.137815,1.1465623,10.740646
Germany,2018,0.31872115,24.867542,28.916033,1.1882281,10.749798
Germany,2019,0.31780925,24.690498,28.9768,1.1773982,10.99638
Germany,2020,0.3243345,25.025642,28.511036,1.2154222,10.992607
Ghana,1987,0.35349578,27.343475,26.226759,1.4629325,14.082999
Ghana,1988,0.3599354,28.142363,25.941153,1.5185344,13.733999
Ghana,1991,0.38431713,30.10966,24.561884,1.715871,13.448771
Ghana,1998,0.40071207,29.564154,22.943428,1.8368778,16.193516
Ghana,2005,0.42756242,32.67608,21.82796,2.1578743,18.01861
Ghana,2012,0.42371643,31.743992,21.756958,2.0959203,18.080524
Ghana,2016,0.43508595,32.205235,20.991344,2.2518425,20.55341
Greece,1995,0.36966342,26.933372,25.152271,1.5278093,16.24198
Greece,2000,0.3444035,25.51466,26.666864,1.3495141,14.9739685
Greece,2002,0.3552098,26.657158,26.307503,1.4292489,14.248636
Greece,2003,0.327592,24.572033,27.540434,1.2527204,13.36352
Greece,2004,0.3358803,25.48531,27.153515,1.3176932,13.520501
Greece,2005,0.3459669,26.324919,26.607628,1.3957199,14.128547
Greece,2006,0.3512182,26.708153,26.372866,1.4328868,14.479587
Greece,2007,0.3395082,26.020718,27.189539,1.3511037,13.596456
Greece,2008,0.33587718,26.043549,27.475546,1.3274734,12.9547415
Greece,2009,0.33614972,26.024103,27.439224,1.3340646,13.210714
Greece,2010,0.3409876,25.632816,26.930956,1.3498821,14.535398
Greece,2011,0.34841916,25.606323,26.358896,1.3988917,16.343678
Greece,2012,0.36250362,26.610868,25.422512,1.5191646,17.517897
Greece,2013,0.36127287,26.432991,25.471136,1.4953618,17.18713
Greece,2014,0.35804522,26.13463,25.641647,1.4654174,16.71963
Greece,2015,0.35996836,26.232803,25.454882,1.4858809,17.455599
Greece,2016,0.34956044,25.874542,26.305231,1.405102,16.233545
Greece,2017,0.3435031,25.874352,26.808302,1.3701185,14.903265
Greece,2018,0.32890037,24.866076,27.549625,1.2686013,13.798931
Greece,2019,0.3310183,24.899216,27.46848,1.2757177,13.880989
Greece,2020,0.33558115,25.151432,27.258146,1.3054292,15.0102005
Greece,2021,0.32939485,24.75506,27.578638,1.2624472,13.831711
Greece,2022,0.333736,25.734789,27.573269,1.3038718,12.884103
Greece,2023,0.3343871,25.980022,27.665813,1.3142724,12.9285965
Grenada,2018,0.4381641,33.667534,21.339785,2.2205577,14.261833
Guatemala,1986,0.5413272,41.463966,14.983181,4.217531,25.498
Guatemala,1989,0.5880921,45.743397,12.598292,5.729876,27.794998
Guatemala,1998,0.493976,37.03017,17.464052,3.181481,23.802
Guatemala,2000,0.5417457,43.861614,16.041895,4.0258546,21.370739
Guatemala,2006,0.54540217,43.03481,15.376894,4.2349215,24.47745
Guatemala,2014,0.4832652,38.02365,19.019585,2.9130013,19.631407
Guatemala,2023,0.45212683,34.114967,20.25641,2.4536698,19.084492
Guinea,1991,0.4555829,31.441725,18.477621,2.586955,26.025
Guinea,1994,0.4608161,36.041332,20.087307,2.5676506,17.069174
Guinea,2002,0.43002704,33.95855,21.962976,2.1821764,15.071551
Guinea,2007,0.39355347,30.053467,23.786808,1.7676551,13.665287
Guinea,2012,0.33729705,26.405651,27.323835,1.3379037,10.9396715
Guinea,2018,0.29591954,23.076206,29.65881,1.0707612,9.69587
Guinea-Bissau,1991,0.5575031,42.196854,13.968398,4.826407,27.724998
Guinea-Bissau,1993,0.4360943,34.354614,21.537714,2.267254,16.303617
Guinea-Bissau,2002,0.35568836,28.034533,26.335016,1.4723231,10.686192
Guinea-Bissau,2010,0.5060209,41.9594,18.400784,3.2652085,16.98631
Guinea-Bissau,2018,0.34765232,27.59808,26.729824,1.4175414,9.083399
Guinea-Bissau,2021,0.33435068,26.125204,27.32543,1.3160213,9.143306
Guyana,1992,0.3946759,28.545094,23.057928,1.7998449,19.573
Guyana,1998,0.4505283,34.397644,20.662033,2.4428253,17.996971
Haiti,2001,0.58991164,47.670303,13.292155,5.43481,24.15879
Haiti,2012,0.60450804,48.104713,11.962299,6.265842,26.713032
Honduras,1989,0.5536728,42.907825,14.418745,4.5088916,25.531
Honduras,1990,0.5592856,43.639862,14.289276,4.6542945,25.765
Honduras,1991,0.5181965,40.795097,16.933163,3.575599,22.136145
Honduras,1992,0.518039,41.36111,17.200176,3.540303,20.842445
Honduras,1993,0.5344484,42.774857,16.208973,3.8908055,20.926952
Honduras,1994,0.54991335,43.486774,15.1802,4.3188787,23.185125
Honduras,1995,0.5546937,43.814903,14.901308,4.4070206,23.76902
Honduras,1996,0.55696726,43.700962,14.6141405,4.5352473,24.981562
Honduras,1997,0.52727354,41.388027,16.351051,3.782291,23.253218
Honduras,1998,0.5728848,44.579285,13.56616,5.2165227,27.04223
Honduras,1999,0.55214244,41.811764,14.397569,4.5440645,26.24279
Honduras,2001,0.55351347,41.560844,13.994079,4.6695027,27.960613
Honduras,2002,0.5570879,42.707058,14.135447,4.670818,26.116913
Honduras,2003,0.58078057,45.03831,12.875416,5.4525514,27.104431
Honduras,2004,0.58092374,44.857822,12.866788,5.436839,27.16012
Honduras,2005,0.5947673,46.110607,12.0849285,6.10363,28.292948
Honduras,2006,0.57524985,43.981464,13.0301075,5.3756876,28.061945
Honduras,2007,0.55815727,43.07601,14.222809,4.60771,24.976938
Honduras,2008,0.55489266,43.025978,14.531427,4.569832,26.041183
Honduras,2009,0.51281667,38.40875,16.405193,3.559019,24.977095
Honduras,2010,0.5308564,40.200703,15.4434395,3.9456952,24.548275
Honduras,2011,0.52553743,39.74207,15.794949,3.8397748,24.894186
Honduras,2012,0.5336492,40.394,15.270123,4.0410104,25.589558
Honduras,2013,0.49958476,36.949287,16.964113,3.2847762,23.919886
Honduras,2014,0.4987487,37.36438,17.174572,3.2839465,24.83765
Honduras,2015,0.49248698,36.59818,17.392052,3.161406,23.945585
Honduras,2016,0.4979713,36.038273,16.776793,3.3031595,25.912046
Honduras,2017,0.49444568,36.554996,17.311296,3.2039735,24.744968
Honduras,2018,0.4892785,35.32824,17.345757,3.1069622,24.522875
Honduras,2019,0.4816897,34.648533,17.583622,2.9931757,25.074375
Honduras,2023,0.46826828,33.015297,18.252335,2.720157,23.568422
Honduras,2024,0.45676118,32.250385,19.160944,2.5517907,23.414906
Honduras (urban),1986,0.5509298,43.255405,14.860566,4.371607,24.612001
Hungary,1987,0.20883092,19.024279,35.706978,0.7087977,2.157
Hungary,1989,0.2504778,21.628847,32.97421,0.87963104,3.222
Hungary,1991,0.2962293,23.48184,30.688635,1.0519414,9.9863205
Hungary,1993,0.27938303,24.401695,31.597918,1.0391436,4.6829996
Hungary,1994,0.33285597,25.928068,28.054379,1.2858477,11.966072
Hungary,1999,0.30219844,24.314919,30.04839,1.1123862,8.726361
Hungary,2004,0.29864356,24.190985,30.025105,1.1099881,10.178531
Hungary,2005,0.3472095,28.065168,27.382736,1.4354501,12.902491
Hungary,2006,0.2829602,22.798521,30.85144,1.0150064,9.653218
Hungary,2007,0.27881828,22.331337,31.015053,0.9890762,9.61911
Hungary,2008,0.27514026,22.054562,31.238592,0.9702236,9.902608
Hungary,2009,0.2695926,21.470665,31.52804,0.93655556,10.2047415
Hungary,2010,0.29444122,23.098387,29.929396,1.0693603,11.399092
Hungary,2011,0.29157913,23.163471,30.343294,1.0579984,11.7344055
Hungary,2012,0.3080251,23.89116,29.178232,1.1435965,12.746696
Hungary,2013,0.31504104,24.425858,28.738289,1.1863676,12.7588005
Hungary,2014,0.30913037,24.024298,29.045176,1.1546547,12.596735
Hungary,2015,0.30407092,23.78406,29.391008,1.1248169,12.490078
Hungary,2016,0.3032402,23.811325,29.455791,1.1232291,10.25623
Hungary,2017,0.30582544,23.890236,29.359482,1.1301212,11.526374
Iceland,2003,0.26836038,22.62632,32.121376,0.9514135,6.3320956
Iceland,2004,0.2798185,23.725826,31.541935,1.014467,5.6533756
Iceland,2005,0.29002446,24.342056,30.853714,1.0684861,6.475976
Iceland,2006,0.3024501,25.376007,30.151459,1.1400825,6.5742598
Iceland,2007,0.29470888,24.776773,30.594885,1.0955333,6.1842213
Iceland,2008,0.3178928,27.06135,29.323072,1.253466,6.8712354
Iceland,2009,0.28656244,23.965736,31.04501,1.0496145,6.9705076
Iceland,2010,0.26171297,22.003279,32.498894,0.9184084,6.7301965
Iceland,2011,0.2683027,22.132587,31.942173,0.94640934,7.2233806
Iceland,2012,0.26769423,22.072979,31.984266,0.939016,6.688535
Iceland,2013,0.25402915,21.318995,32.75712,0.8789612,5.3776135
Iceland,2014,0.27800417,23.475218,31.565094,1.0107034,6.278394
Iceland,2015,0.26787972,22.501034,32.035824,0.95104045,6.0689645
Iceland,2016,0.27241105,22.75964,31.71367,0.9705483,6.5465837
Iceland,2017,0.2613158,22.046862,32.434723,0.9213304,6.279345
Iceland,2018,0.2656501,21.712318,31.97454,0.9292516,7.6566296
Iceland,2019,0.26802558,22.40573,32.09762,0.94909424,6.3097553
India,1977,0.29687822,25.157932,30.378239,1.1239365,7.190384
India,1983,0.27203676,22.807758,31.60572,0.9770788,6.478613
India,1987,0.27531004,23.578817,31.58443,1.0062677,4.8114896
India,1993,0.26109812,22.581573,32.49744,0.93023384,3.631348
India,2004,0.27682066,24.112263,31.672123,1.0179914,3.0178678
India,2009,0.27825886,24.204998,31.611727,1.0245963,3.3424006
India,2011,0.28776884,24.802336,30.958138,1.0740616,3.694729
India,2022,0.25514996,22.132244,32.81926,0.90208805,3.4065
Indonesia,1984,0.32302415,26.182096,28.40922,1.2613491,8.625634
Indonesia,1987,0.30412093,25.471846,29.725298,1.1592985,5.525404
Indonesia,1990,0.31069273,26.118172,29.408123,1.200703,5.2422333
Indonesia,1993,0.31754944,26.828285,29.109507,1.2435638,5.0331273
Indonesia,1996,0.34213793,28.643682,27.668839,1.4028349,5.918151
Indonesia,1998,0.3085094,25.891933,29.608492,1.1810029,4.9702907
Indonesia,1999,0.30788475,26.362144,29.863611,1.1889726,4.763398
Indonesia,2000,0.30306274,25.58564,29.93625,1.1520844,4.766548
Indonesia,2001,0.31165913,26.295773,29.442223,1.204152,4.7693586
Indonesia,2002,0.30163765,25.915237,30.152206,1.1538539,3.6171892
Indonesia,2003,0.29323187,24.608976,30.41841,1.0891219,4.913176
Indonesia,2004,0.30416507,25.343493,29.76563,1.1528808,5.6685767
Indonesia,2005,0.2990362,25.10049,30.132244,1.1259732,5.6698146
Indonesia,2006,0.31524122,26.054876,29.13025,1.2166637,6.7717476
Indonesia,2007,0.33231717,27.286121,28.023264,1.3235905,6.7744083
Indonesia,2008,0.3263291,26.877897,28.378397,1.2877935,6.550643
Indonesia,2009,0.33432707,27.788902,28.068907,1.344887,6.458705
Indonesia,2010,0.3458631,27.797762,26.916212,1.4110243,7.3918796
Indonesia,2011,0.37925914,30.916899,25.2023,1.6786311,7.8679123
Indonesia,2012,0.3714888,30.469162,25.705025,1.6174291,7.0939445
Indonesia,2013,0.38926852,31.544914,24.536451,1.7575079,7.4419336
Indonesia,2014,0.3877997,31.47992,24.623497,1.7521003,7.8011694
Indonesia,2015,0.38207534,31.5451,25.253494,1.7159587,8.719774
Indonesia,2016,0.368857,29.379702,25.49326,1.5906438,9.702004
Indonesia,2017,0.3636789,28.55241,25.669863,1.5348091,10.237078
Indonesia,2018,0.36338645,28.51804,25.69224,1.531393,10.336271
Indonesia,2019,0.35359862,27.844948,26.29651,1.4563901,9.674633
Indonesia,2020,0.35335615,27.927965,26.34706,1.4565762,9.595721
Indonesia,2021,0.35504764,28.347063,26.392391,1.4756495,9.500837
Indonesia,2022,0.3551203,29.019138,26.661652,1.4877945,8.203471
Indonesia,2023,0.3605703,29.861979,26.505928,1.5359886,7.496826
Indonesia,2024,0.34894395,28.846725,27.113045,1.4474195,6.943611
Iran,1986,0.4741963,36.856747,19.188187,2.7956963,20.541
Iran,1990,0.43604776,33.546337,21.28487,2.2713964,18.961
Iran,1994,0.42998368,33.29264,21.68704,2.1957238,18.053999
Iran,1998,0.4409564,33.744576,20.870192,2.3311229,19.317999
Iran,2005,0.43558642,33.309727,21.305445,2.239101,17.40636
Iran,2006,0.44752038,33.98928,20.430086,2.3956015,18.595184
Iran,2009,0.42050025,31.254555,21.81699,2.0624347,17.921875
Iran,2011,0.34661976,26.711727,26.62073,1.3986638,12.06483
Iran,2012,0.3442554,26.923466,26.90409,1.3883886,11.150823
Iran,2013,0.3396951,26.682213,27.186329,1.355908,10.4530115
Iran,2014,0.3481402,27.10338,26.688452,1.4120266,11.810508
Iran,2015,0.35264045,27.585701,26.443705,1.4502639,11.596346
Iran,2016,0.35912308,28.14332,26.058725,1.5012984,11.5937195
Iran,2017,0.36693677,28.327263,25.435238,1.5547198,12.58306
Iran,2018,0.37419906,29.109007,25.1008,1.6177882,12.404562
Iran,2019,0.36482254,28.292858,25.621256,1.5441918,13.143858
Iran,2020,0.3584293,27.598757,25.923998,1.486156,12.741025
Iran,2021,0.3546873,27.150396,26.076511,1.4567674,13.125892
Iran,2022,0.34803438,26.841944,26.545395,1.4109534,12.5385475
Iran,2023,0.35884795,28.158321,26.164856,1.5022582,12.550384
Iraq,2006,0.28600612,23.62625,30.701065,1.0422655,5.911712
Iraq,2012,0.29541856,23.70439,29.92881,1.0811714,7.567092
Iraq,2023,0.2977404,24.209305,29.910791,1.1006109,7.488183
Ireland,1987,0.35466203,26.81283,26.404203,1.4295517,13.736945
Ireland,1994,0.36914206,28.629202,25.794088,1.5413753,12.464524
Ireland,1995,0.3704509,28.226534,25.631353,1.5257183,11.657327
Ireland,1996,0.35622135,27.26805,26.399334,1.4290314,12.2067995
Ireland,2000,0.33005205,25.741152,28.030245,1.2620134,10.957604
Ireland,2002,0.32290256,24.587175,28.370739,1.1968771,11.484381
Ireland,2003,0.3288742,25.897127,27.966385,1.2814047,11.309396
Ireland,2004,0.3360954,26.633278,27.557825,1.335165,12.141037
Ireland,2005,0.3375395,26.879395,27.629467,1.3369957,9.917234
Ireland,2006,0.32727566,25.599081,27.91514,1.2615718,9.505469
Ireland,2007,0.31946576,25.491158,28.680046,1.217251,8.457373
Ireland,2008,0.30905616,24.57211,29.16647,1.1593527,8.805113
Ireland,2009,0.32680154,25.554108,28.228695,1.2584283,10.266077
Ireland,2010,0.32294828,24.896158,28.243666,1.2262144,10.614478
Ireland,2011,0.32872188,25.49789,27.949816,1.2679636,11.476877
Ireland,2012,0.33220014,25.909689,27.754065,1.295258,11.034073
